sport,level,respondent_type,model,participant_id,image,image_file,iteration,pred_cell,pred_row,pred_col,gt_cells,correct,parse_failed,is_control,in_human_set
soccer,1,model,qwen,,62,62,39,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,40,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,41,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,42,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,43,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,44,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,45,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,46,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,47,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,48,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,49,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,62,62,50,C5,3,5,D6;D7,False,False,False,True
soccer,1,model,qwen,,302,302,1,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,2,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,3,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,4,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,5,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,6,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,7,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,8,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,9,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,10,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,11,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,12,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,13,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,14,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,15,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,16,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,17,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,18,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,19,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,20,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,21,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,22,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,23,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,24,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,25,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,26,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,27,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,28,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,29,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,30,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,31,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,32,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,33,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,34,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,35,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,36,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,37,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,38,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,39,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,40,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,41,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,42,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,43,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,44,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,45,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,46,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,47,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,48,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,49,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,302,302,50,C5,3,5,E4;E5,False,False,False,False
soccer,1,model,qwen,,223,223,1,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,2,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,3,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,4,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,5,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,6,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,7,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,8,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,9,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,10,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,11,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,12,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,13,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,14,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,15,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,16,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,17,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,18,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,19,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,20,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,21,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,22,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,23,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,24,D3,4,3,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,25,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,26,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,27,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,28,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,29,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,30,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,31,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,32,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,33,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,34,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,35,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,36,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,37,F4,6,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,38,D3,4,3,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,39,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,40,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,41,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,42,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,43,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,44,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,45,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,46,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,47,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,48,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,49,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,223,223,50,D4,4,4,B6;C6,False,False,False,True
soccer,1,model,qwen,,9,9,1,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,2,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,3,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,4,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,5,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,6,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,7,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,8,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,9,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,10,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,11,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,12,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,13,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,14,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,15,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,16,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,17,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,18,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,19,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,20,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,21,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,22,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,23,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,24,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,25,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,26,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,27,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,28,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,29,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,30,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,31,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,32,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,33,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,34,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,35,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,36,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,37,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,38,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,39,C5,3,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,40,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,41,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,42,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,43,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,44,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,45,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,46,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,47,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,48,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,49,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,9,9,50,D5,4,5,B4,False,False,False,True
soccer,1,model,qwen,,94,94,1,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,2,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,3,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,4,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,5,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,6,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,7,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,8,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,9,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,10,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,11,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,12,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,13,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,14,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,15,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,16,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,17,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,18,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,19,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,20,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,21,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,22,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,23,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,24,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,25,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,26,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,27,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,28,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,29,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,30,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,31,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,32,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,33,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,34,C6,3,6,B5;B6;C5;C6,True,False,False,True
soccer,1,model,qwen,,94,94,35,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,36,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,37,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,38,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,39,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,40,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,41,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,42,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,43,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,44,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,45,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,46,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,47,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,48,E6,5,6,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,49,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,94,94,50,F7,6,7,B5;B6;C5;C6,False,False,False,True
soccer,1,model,qwen,,277,277,1,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,2,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,3,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,4,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,5,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,6,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,7,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,8,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,9,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,10,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,11,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,12,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,13,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,14,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,15,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,16,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,17,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,18,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,19,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,20,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,21,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,22,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,23,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,24,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,25,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,26,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,27,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,28,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,29,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,30,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,31,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,32,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,33,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,34,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,35,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,36,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,37,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,38,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,39,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,40,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,41,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,42,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,43,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,44,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,45,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,46,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,47,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,48,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,277,277,49,,,,E4;E5;F4;F5,,True,False,True
soccer,1,model,qwen,,277,277,50,C8,3,8,E4;E5;F4;F5,False,False,False,True
soccer,1,model,qwen,,217,217,1,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,2,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,3,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,4,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,5,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,6,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,7,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,8,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,9,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,10,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,11,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,12,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,13,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,14,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,15,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,16,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,17,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,18,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,19,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,20,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,21,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,22,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,23,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,24,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,25,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,26,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,27,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,28,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,29,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,30,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,31,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,32,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,33,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,34,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,35,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,36,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,37,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,38,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,39,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,40,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,41,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,42,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,43,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,44,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,45,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,46,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,47,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,48,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,49,D6,4,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,217,217,50,C6,3,6,E6;E7;F6;F7,False,False,False,True
soccer,1,model,qwen,,303,303,1,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,2,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,3,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,4,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,5,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,6,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,7,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,8,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,9,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,10,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,11,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,12,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,13,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,14,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,15,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,16,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,17,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,18,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,19,E7,5,7,E8,False,False,False,True
soccer,1,model,qwen,,303,303,20,E7,5,7,E8,False,False,False,True
